Unnamed: 0,Text
48,"I am so proud of our team. We have assembled a team of 7 of us here in district 7. People from all colorful backgrounds, who represent the true prism of peace and the fabric of our constituents."
49,Hmmm thinking of making this our campaign theme ha ha Dream Big America’s innovation fits right in Coldplay - Higher Power (Official Video) https://t.co/3dXrve483A via @YouTube https://t.co/RtwaNewiOH
50,RT @RepMontague: Here’s a picture of my vaccine passport: https://t.co/VdpnmiyDkS
51,@MrsT106 Disturbing. Need i say more.
52,@GregAbbott_TX We stand in solidarity with you. The state of emergency mandate increases the tier of criminal trespass and therefore the length of time criminals are held in jail without compromising the Writ of Habeas Corpus. Thank you we still have allot of work to do.
53,Was delighted to meet @kayleighmcenany and I think we can all agree that life starts at the heartbeat which is why we’ve dedicated our national platform “The Heartbeat of America” May God bless you and may God bless the United States. https://t.co/LF1nUGUVbq
54,"Check the Dream Big America Project putting the forgotten American men and women first through, a clear path to clean energy, oil and gas infrastructure, while paving a legal path to citizenship for our dreamers🇺🇸 #americafirst #republicans #USA #POLITICS #Congress #Elections2022 https://t.co/zxoOaH1tND"
55,"We are excited to launch our campaign for U.S. Congress in Texas 7th Congressional district. Lizzie Fletcher is about to find out just how badly; we the people, want our district back and that is why i am fighting for Your America in 2022 🏳️‍🌈✌️🇺🇸 https://t.co/qbVAcTttyD"
56,It was a pleasure to meet with the republican party of Texas on Friday. Can’t wait to get started on our new “Your America” agenda. May God bless you and may God bless the United States 🏳️‍🌈✌️🇺🇸 https://t.co/3AC6B4uWJt
57,correction “friends” digital keyboards ughh
58,Happy Thanksgiving 2021 https://t.co/y7QP5oRmEr
59,Americans are excited for our grass roots movement. The new face of the republican party includes people from all walks of life and that means you! May God Bless You and May God Bless the United States 🇺🇸✌️🏳️‍🌈 https://t.co/0kVkGQRHtM
60,"RT @ScottPresler: If America can’t pay its own bills, 

why are we paying everyone else’s?"
61,"U.S. Congressional Forum 2021. America First
CONTROL OF CONGRESS
#AmericaFirst 
#BorderCrisis 
#Republicans 
#theforce 
#woodlands
#Texas https://t.co/0xsq4Exhal"
62,Our prayers are with the family of the HPD officer who tragically lost his 14 year old son in Kingwood yesterday.
63,@GrooganFox26 This is interesting
64,"Please watch our interview with the Montgomery County Republican Party Meet the Candidate, Rudy Atencio https://t.co/shBmsbfsBC via @YouTube https://t.co/eN9klpzYbI"
65,"@newsmax WHERE WE STOOD. Remembering Sept 11’th; a memory engrained in our minds and burned into the hearts of all Americans. As we remember the horror, we must never turn a blind eye to any group or ideology that wishes to harm our struggle for freedom and sovereignty. America First 🇺🇸 https://t.co/E5Py14C5aX"
66,America First 🇺🇸 https://t.co/S3rp7gkbH4
67,@DonaldJTrumpJr This issue points out the need for transparency and disclosure a cornerstone in our 2022 initiative to deliver the people the truth.  America First 🇺🇸
68,Correction to our tags @DonaldJTrumpJr  @kayleighmcenany
69,"@TilmanJFertitta @NOPDNews @houstonpolice This is why, our fight to take back the house in 2022 and win big in 2024 is so crucial. Our peace and security interests lie not only in our foreign policy, but also domestically at home. It is time that Americans come first. America First 🇺🇸"
70,It was a pleasure to meet and speak with you @donjr and @Kayleigh this evening. Myself and my team look forward to where this campaign will take us in the months moving forward to the primarys. https://t.co/d4E5ZmbVzF
71,"Delighted to meet Montana Thigpen with Old Republic title and Vanessa Hagler of Styled Real estate, two ladies self empowered, cornerstones in our community. America First 🇺🇸 https://t.co/zYkf6VymJS"
72,"Wishing Gov Abbott a seamless recovery. Was delighted to meet former Trump appointed official Steve Munistery and fund raiser Meg Gazzini, and the Texans for Greg Abbott in Leona TX. America First 🇺🇸"
73,A huge thanks to the Leona folks for allowing me to introduce myself as a candidate and begin to unveil our 2022 campaign! America First 🇺🇸 https://t.co/yPtQIhD6xr
74,"RT @rudy_atencio: Beautiful day. I love my homestate of Texas, the best state in country. https://t.co/hN7Lh1Bwdx"
75,"@DonaldJTrumpJr That is why we are going to mount a massive red wave and winning coalition in 2022. We are going to put hard working American families and interests first. May God bless you, and may God bless the United States. America First 🇺🇸"
76,"Happy Fourth of July. To friends, family, and our Texas backyard BBQ’s. America First 🇺🇸 https://t.co/vUbi5h96Lm"
77,"@TuckerCarlson A red wave 2022
The forest was shrinking, but the trees kept voting for the axe. For the axe was clever, and convinced the trees that because his handle was made of wood, he was one of them. 🇺🇸✌️🏳️‍🌈"
78,"A red wave is here:

The forest was shrinking, but the trees kept voting for the axe. For the axe was clever, and convinced the trees that because his handle was made of wood, he was one of them."
79,@RichardGrenell @newsmax https://t.co/kZ0hbEEBiH
80,"@KellyForAlaska Hi Kelly, from a UAA graduate, just wanted to say you have our love and support and endorsement from Texas."
81,@HRTexas As a Hispanic republican we fully back the Hispanic Republicans of Texas and look forward to assisting their transition onto the national stage. God bless you and may God bless the United States. America First 🇺🇸
82,"We fully back the ATR, in that it isn’t a question of increasing taxes which leaves hard working families on the losing end, but instead an issue of designing better technology to deal with rising emissions. America First 🇺🇸 From ATR ""Carbon Tax Decade of https://t.co/xpGVKulT0T"
83,"@taxreformer We fully back the ATR, in that it isn’t a question of increasing taxes which leaves hard working families on the losing end, but instead an issue of designing better technology to deal with rising emissions. America First 🇺🇸"
84,@ClearPathAction @RepJohnCurtis @cathymcmorris @RepGarretGraves @RepFrankLucas @RepWesterman @CongressmanGT @RepMcCaul @boblatta @RepBlakeMoore @HouseGOP @Citiz4Solutions @climate_caucus We fully back clearpath in their mission to diversify the energy grid as a Texan deeply impacted by the Feb blackouts clearpath offers a cleaner nuclear deal that will build a more robust energy grid that is both made in America by American citizens. America First 🇺🇸
